Postcode;Plaatsnaam;Localité;Provincie
0612;Sinterklaas;Saint-Nicolas;
1000;BRUSSEL;BRUXELLES;Brussel (19 gemeenten)
1005;Verenigde Vergadering van de Gemeenschappelijke ;Assemblée Réunie de la Commission Communautaire;
1006;Raad van de Vlaamse Gemeenschapscommissie;Raad van de Vlaamse Gemeenschapscommissie ;
1007;Assemblée de la Commission Communautaire Française;Assemblée de la Commission Communautaire Française;
1008;Kamer van Volksvertegenwoordigers;Chambre des Représentants;
1009;Belgische Senaat;Senat de Belgique;
1011;Vlaams Parlement;Vlaams parlement;
1012;Parlement de la communauté française;Parlement de la Communauté française;
1020;Laken;Laeken;Brussel (19 gemeenten)
1030;SCHAARBEEK;SCHAERBEEK;Brussel (19 gemeenten)
1031;Christelijke Sociale Organisaties;Organisations Sociales Chrétiennes;
1033;RTL-TVI;RTL-TVI;
1035;Ministerie van het Brussels Hoofdstedelijk Gewest;Ministère de la Région de Bruxelles Capitale;
1040;ETTERBEEK;ETTERBEEK;Brussel (19 gemeenten)
1041;International press center;International Press Center;
1043;VRT;VRT;
1044;RTBF;RTBF;
1045;DIV -- obsolete - use 1212 instead;DIV -- obsolete - use 1212 instead;
1046;European External Action Service;European External Action Service;
1047;Europees Parlement;Parlement Européen;
1048;Europese unie - Raad;Union Européenne - Conseil;
1049;Europese unie - Commissie;Union Européenne - Commission;
1050;ELSENE;IXELLES;Brussel (19 gemeenten)
1060;SINT-GILLIS;SAINT-GILLES;Brussel (19 gemeenten)
1070;ANDERLECHT;ANDERLECHT;Brussel (19 gemeenten)
1080;SINT-JANS-MOLENBEEK;MOLENBEEK-SAINT-JEAN;Brussel (19 gemeenten)
1081;KOEKELBERG;KOEKELBERG;Brussel (19 gemeenten)
1082;SINT-AGATHA-BERCHEM;BERCHEM-SAINTE-AGATHE;Brussel (19 gemeenten)
1083;GANSHOREN;GANSHOREN;Brussel (19 gemeenten)
1090;JETTE;JETTE;Brussel (19 gemeenten)
1099;Brussel X;Bruxelles X;
1100;Postcheque;Postcheque;
1101;Scanning;Scanning;
1105;SOC;SOC;
1110;NATO;OTAN;
1120;Neder-Over-Heembeek;Neder-Over-Heembeek;Brussel (19 gemeenten)
1130;Haren;Haren;Brussel (19 gemeenten)
1140;EVERE;EVERE;Brussel (19 gemeenten)
1150;SINT-PIETERS-WOLUWE;WOLUWE-SAINT-PIERRE;Brussel (19 gemeenten)
1160;OUDERGEM;AUDERGHEM;Brussel (19 gemeenten)
1170;WATERMAAL-BOSVOORDE;WATERMAEL-BOITSFORT;Brussel (19 gemeenten)
1180;UKKEL;UCCLE;Brussel (19 gemeenten)
1190;VORST;FOREST;Brussel (19 gemeenten)
1200;SINT-LAMBRECHTS-WOLUWE;WOLUWE-SAINT-LAMBERT;Brussel (19 gemeenten)
1201;RTL-TVI -- obsolete - use 1033 instead;RTL-TVI -- obsolete - use 1033 instead;
1210;SINT-JOOST-TEN-NOODE;SAINT-JOSSE-TEN-NOODE;Brussel (19 gemeenten)
1212;FOD Mobiliteit;SPF Mobilité;
1300;Limal;Limal;Waals-Brabant
1300;WAVRE;WAVRE;Waals-Brabant
1301;Bierges;Bierges;Waals-Brabant
1310;LA HULPE;LA HULPE;Waals-Brabant
1315;Glimes;Glimes;Waals-Brabant
1315;INCOURT;INCOURT;Waals-Brabant
1315;Opprebais;Opprebais;Waals-Brabant
1315;Piètrebais;Piètrebais;Waals-Brabant
1315;Roux-Miroir;Roux-Miroir;Waals-Brabant
1320;BEAUVECHAIN;BEAUVECHAIN;Waals-Brabant
1320;Hamme-Mille;Hamme-Mille;Waals-Brabant
1320;L'Ecluse;L'Ecluse;Waals-Brabant
1320;Nodebais;Nodebais;Waals-Brabant
1320;Tourinnes-La-Grosse;Tourinnes-La-Grosse;Waals-Brabant
1325;Bonlez;Bonlez;Waals-Brabant
1325;CHAUMONT-GISTOUX;CHAUMONT-GISTOUX;Waals-Brabant
1325;Corroy-Le-Grand;Corroy-Le-Grand;Waals-Brabant
1325;Dion-Valmont;Dion-Valmont;Waals-Brabant
1325;Longueville;Longueville;Waals-Brabant
1330;RIXENSART;RIXENSART;Waals-Brabant
1331;Rosières;Rosières;Waals-Brabant
1332;Genval;Genval;Waals-Brabant
1340;Ottignies;Ottignies;Waals-Brabant
1341;Céroux-Mousty;Céroux-Mousty;Waals-Brabant
1342;Limelette;Limelette;Waals-Brabant
1348;Louvain-La-Neuve;Louvain-La-Neuve;Waals-Brabant
1350;Enines;Enines;Waals-Brabant
1350;Folx-Les-Caves;Folx-Les-Caves;Waals-Brabant
1350;Jandrain-Jandrenouille;Jandrain-Jandrenouille;Waals-Brabant
1350;Jauche;Jauche;Waals-Brabant
1350;Marilles;Marilles;Waals-Brabant
1350;Noduwez;Noduwez;Waals-Brabant
1350;Orp-Le-Grand;Orp-Le-Grand;Waals-Brabant
1357;Linsmeau;Linsmeau;Waals-Brabant
1357;Neerheylissem;Neerheylissem;Waals-Brabant
1357;Opheylissem;Opheylissem;Waals-Brabant
1360;Malèves-Sainte-Marie-Wastines;Malèves-Sainte-Marie-Wastines;Waals-Brabant
1360;Orbais;Orbais;Waals-Brabant
1360;PERWEZ;PERWEZ;Waals-Brabant
1360;Thorembais-Les-Béguines;Thorembais-Les-Béguines;Waals-Brabant
1360;Thorembais-Saint-Trond;Thorembais-Saint-Trond;Waals-Brabant
1367;Autre-Eglise;Autre-Eglise;Waals-Brabant
1367;Bomal;Bomal;Waals-Brabant
1367;Geest-Gérompont-Petit-Rosière;Geest-Gérompont-Petit-Rosière;Waals-Brabant
1367;Gérompont;Gérompont;Waals-Brabant
1367;Grand-Rosière-Hottomont;Grand-Rosière-Hottomont;Waals-Brabant
1367;Huppaye;Huppaye;Waals-Brabant
1367;Mont-Saint-André;Mont-Saint-André;Waals-Brabant
1367;RAMILLIES;RAMILLIES;Waals-Brabant
1370;Dongelberg;Dongelberg;Waals-Brabant
1370;Jauchelette;Jauchelette;Waals-Brabant
1370;JODOIGNE;JODOIGNE;Waals-Brabant
1370;Jodoigne-Souveraine;Jodoigne-Souveraine;Waals-Brabant
1370;Lathuy;Lathuy;Waals-Brabant
1370;Mélin;Mélin;Waals-Brabant
1370;Piétrain;Piétrain;Waals-Brabant
1370;Saint-Jean-Geest;Saint-Jean-Geest;Waals-Brabant
1370;Saint-Remy-Geest;Saint-Remy-Geest;Waals-Brabant
1370;Zétrud-Lumay;Zétrud-Lumay;Waals-Brabant
1380;Couture-Saint-Germain;Couture-Saint-Germain;Waals-Brabant
1380;Lasne-Chapelle-Saint-Lambert;Lasne-Chapelle-Saint-Lambert;Waals-Brabant
1380;Maransart;Maransart;Waals-Brabant
1380;Ohain;Ohain;Waals-Brabant
1380;Plancenoit;Plancenoit;Waals-Brabant
1390;Archennes;Archennes;Waals-Brabant
1390;Biez;Biez;Waals-Brabant
1390;Bossut-Gottechain;Bossut-Gottechain;Waals-Brabant
1390;GREZ-DOICEAU;GREZ-DOICEAU;Waals-Brabant
1390;Nethen;Nethen;Waals-Brabant
1400;Monstreux;Monstreux;Waals-Brabant
1400;NIVELLES;NIVELLES;Waals-Brabant
1401;Baulers;Baulers;Waals-Brabant
1402;Thines;Thines;Waals-Brabant
1404;Bornival;Bornival;Waals-Brabant
1410;WATERLOO;WATERLOO;Waals-Brabant
1414;Promo-Control;Promo-Control;
1420;BRAINE-L'ALLEUD;BRAINE-L'ALLEUD;Waals-Brabant
1421;Ophain-Bois-Seigneur-Isaac;Ophain-Bois-Seigneur-Isaac;Waals-Brabant
1428;Lillois-Witterzée;Lillois-Witterzée;Waals-Brabant
1430;Bierghes;Bierghes;Waals-Brabant
1430;Quenast;Quenast;Waals-Brabant
1430;Rebecq-Rognon;Rebecq-Rognon;Waals-Brabant
1435;Corbais;Corbais;Waals-Brabant
1435;Hévillers;Hévillers;Waals-Brabant
1435;MONT-SAINT-GUIBERT;MONT-SAINT-GUIBERT;Waals-Brabant
1440;BRAINE-LE-CHÂTEAU;BRAINE-LE-CHÂTEAU;Waals-Brabant
1440;Wauthier-Braine;Wauthier-Braine;Waals-Brabant
1450;Chastre-Villeroux-Blanmont;Chastre-Villeroux-Blanmont;Waals-Brabant
1450;Cortil-Noirmont;Cortil-Noirmont;Waals-Brabant
1450;Gentinnes;Gentinnes;Waals-Brabant
1450;Saint-Géry;Saint-Géry;Waals-Brabant
1457;Nil-Saint-Vincent-Saint-Martin;Nil-Saint-Vincent-Saint-Martin;Waals-Brabant
1457;Tourinnes-Saint-Lambert;Tourinnes-Saint-Lambert;Waals-Brabant
1457;Walhain-Saint-Paul;Walhain-Saint-Paul;Waals-Brabant
1460;ITTRE;ITTRE;Waals-Brabant
1460;Virginal-Samme;Virginal-Samme;Waals-Brabant
1461;Haut-Ittre;Haut-Ittre;Waals-Brabant
1470;Baisy-Thy;Baisy-Thy;Waals-Brabant
1470;Bousval;Bousval;Waals-Brabant
1470;GENAPPE;GENAPPE;Waals-Brabant
1471;Loupoigne;Loupoigne;Waals-Brabant
1472;Vieux-Genappe;Vieux-Genappe;Waals-Brabant
1473;Glabais;Glabais;Waals-Brabant
1474;Ways;Ways;Waals-Brabant
1476;Houtain-Le-Val;Houtain-Le-Val;Waals-Brabant
1480;Clabecq;Clabecq;Waals-Brabant
1480;Oisquercq;Oisquercq;Waals-Brabant
1480;Saintes;Saintes;Waals-Brabant
1480;TUBIZE;TUBIZE;Waals-Brabant
1490;COURT-SAINT-ETIENNE;COURT-SAINT-ETIENNE;Waals-Brabant
1495;Marbais;Marbais;Waals-Brabant
1495;Mellery;Mellery;Waals-Brabant
1495;Sart-Dames-Avelines;Sart-Dames-Avelines;Waals-Brabant
1495;Tilly;Tilly;Waals-Brabant
1495;VILLERS-LA-VILLE;VILLERS-LA-VILLE;Waals-Brabant
1500;HALLE;HALLE;Vlaams-Brabant
1501;Buizingen;Buizingen;Vlaams-Brabant
1502;Lembeek;Lembeek;Vlaams-Brabant
1540;Herfelingen;Herfelingen;Vlaams-Brabant
1540;HERNE;HERNE;Vlaams-Brabant
1541;Sint-Pieters-Kapelle;Sint-Pieters-Kapelle;Vlaams-Brabant
1547;BEVER;BIÉVÈNE;Vlaams-Brabant
1560;HOEILAART;HOEILAART;Vlaams-Brabant
1570;GALMAARDEN;GALMAARDEN;Vlaams-Brabant
1570;Tollembeek;Tollembeek;Vlaams-Brabant
1570;Vollezele;Vollezele;Vlaams-Brabant
1600;Oudenaken;Oudenaken;Vlaams-Brabant
1600;Sint-Laureins-Berchem;Sint-Laureins-Berchem;Vlaams-Brabant
1600;SINT-PIETERS-LEEUW;SINT-PIETERS-LEEUW;Vlaams-Brabant
1601;Ruisbroek;Ruisbroek;Vlaams-Brabant
1602;Vlezenbeek;Vlezenbeek;Vlaams-Brabant
1620;DROGENBOS;DROGENBOS;Vlaams-Brabant
1630;LINKEBEEK;LINKEBEEK;Vlaams-Brabant
1640;SINT-GENESIUS-RODE;RHODE-SAINT-GENÈSE;Vlaams-Brabant
1650;BEERSEL;BEERSEL;Vlaams-Brabant
1651;Lot;Lot;Vlaams-Brabant
1652;Alsemberg;Alsemberg;Vlaams-Brabant
1653;Dworp;Dworp;Vlaams-Brabant
1654;Huizingen;Huizingen;Vlaams-Brabant
1670;Bogaarden;Bogaarden;Vlaams-Brabant
1670;Heikruis;Heikruis;Vlaams-Brabant
1670;PEPINGEN;PEPINGEN;Vlaams-Brabant
1671;Elingen;Elingen;Vlaams-Brabant
1673;Beert;Beert;Vlaams-Brabant
1674;Bellingen;Bellingen;Vlaams-Brabant
1700;DILBEEK;DILBEEK;Vlaams-Brabant
1700;Sint-Martens-Bodegem;Sint-Martens-Bodegem;Vlaams-Brabant
1700;Sint-Ulriks-Kapelle;Sint-Ulriks-Kapelle;Vlaams-Brabant
1701;Itterbeek;Itterbeek;Vlaams-Brabant
1702;Groot-Bijgaarden;Groot-Bijgaarden;Vlaams-Brabant
1703;Schepdaal;Schepdaal;Vlaams-Brabant
1730;ASSE;ASSE;Vlaams-Brabant
1730;Bekkerzeel;Bekkerzeel;Vlaams-Brabant
1730;Kobbegem;Kobbegem;Vlaams-Brabant
1730;Mollem;Mollem;Vlaams-Brabant
1731;Relegem;Relegem;Vlaams-Brabant
1731;Zellik;Zellik;Vlaams-Brabant
1733;HighCo DATA;HighCo DATA;
1740;TERNAT;TERNAT;Vlaams-Brabant
1741;Wambeek;Wambeek;Vlaams-Brabant
1742;Sint-Katherina-Lombeek;Sint-Katherina-Lombeek;Vlaams-Brabant
1745;Mazenzele;Mazenzele;Vlaams-Brabant
1745;OPWIJK;OPWIJK;Vlaams-Brabant
1750;Gaasbeek;Gaasbeek;Vlaams-Brabant
1750;Sint-Kwintens-Lennik;Sint-Kwintens-Lennik;Vlaams-Brabant
1750;Sint-Martens-Lennik;Sint-Martens-Lennik;Vlaams-Brabant
1755;GOOIK;GOOIK;Vlaams-Brabant
1755;Kester;Kester;Vlaams-Brabant
1755;Leerbeek;Leerbeek;Vlaams-Brabant
1755;Oetingen;Oetingen;Vlaams-Brabant
1760;Onze-Lieve-Vrouw-Lombeek;Onze-Lieve-Vrouw-Lombeek;Vlaams-Brabant
1760;Pamel;Pamel;Vlaams-Brabant
1760;ROOSDAAL;ROOSDAAL;Vlaams-Brabant
1760;Strijtem;Strijtem;Vlaams-Brabant
1761;Borchtlombeek;Borchtlombeek;Vlaams-Brabant
1770;LIEDEKERKE;LIEDEKERKE;Vlaams-Brabant
1780;WEMMEL;WEMMEL;Vlaams-Brabant
1785;Brussegem;Brussegem;Vlaams-Brabant
1785;Hamme;Hamme;Vlaams-Brabant
1785;MERCHTEM;MERCHTEM;Vlaams-Brabant
1790;AFFLIGEM;AFFLIGEM;Vlaams-Brabant
1790;Essene;Essene;Vlaams-Brabant
1790;Hekelgem;Hekelgem;Vlaams-Brabant
1790;Teralfene;Teralfene;Vlaams-Brabant
1800;Peutie;Peutie;Vlaams-Brabant
1800;VILVOORDE;VILVOORDE;Vlaams-Brabant
1804;Cargovil;Cargovil;
1818;VTM;VTM;
1820;Melsbroek;Melsbroek;Vlaams-Brabant
1820;Perk;Perk;Vlaams-Brabant
1820;STEENOKKERZEEL;STEENOKKERZEEL;Vlaams-Brabant
1830;MACHELEN;MACHELEN;Vlaams-Brabant
1831;Diegem;Diegem;Vlaams-Brabant
1840;LONDERZEEL;LONDERZEEL;Vlaams-Brabant
1840;Malderen;Malderen;Vlaams-Brabant
1840;Steenhuffel;Steenhuffel;Vlaams-Brabant
1850;GRIMBERGEN;GRIMBERGEN;Vlaams-Brabant
1851;Humbeek;Humbeek;Vlaams-Brabant
1852;Beigem;Beigem;Vlaams-Brabant
1853;Strombeek-Bever;Strombeek-Bever;Vlaams-Brabant
1860;MEISE;MEISE;Vlaams-Brabant
1861;Wolvertem;Wolvertem;Vlaams-Brabant
1880;KAPELLE-OP-DEN-BOS;KAPELLE-OP-DEN-BOS;Vlaams-Brabant
1880;Nieuwenrode;Nieuwenrode;Vlaams-Brabant
1880;Ramsdonk;Ramsdonk;Vlaams-Brabant
1910;Berg;Berg;Vlaams-Brabant
1910;Buken;Buken;Vlaams-Brabant
1910;KAMPENHOUT;KAMPENHOUT;Vlaams-Brabant
1910;Nederokkerzeel;Nederokkerzeel;Vlaams-Brabant
1930;Nossegem;Nossegem;Vlaams-Brabant
1930;ZAVENTEM;ZAVENTEM;Vlaams-Brabant
1931;Brucargo;Brucargo;
1932;Sint-Stevens-Woluwe;Sint-Stevens-Woluwe;Vlaams-Brabant
1933;Sterrebeek;Sterrebeek;Vlaams-Brabant
1934;Office Exchange Brussels Airport Remailing;Office Exchange Brussels Airport Remailing;
1935;CORPORATE VILLAGE;CORPORATE VILLAGE;
1950;KRAAINEM;KRAAINEM;Vlaams-Brabant
1970;WEZEMBEEK-OPPEM;WEZEMBEEK-OPPEM;Vlaams-Brabant
1980;Eppegem;Eppegem;Vlaams-Brabant
1980;ZEMST;ZEMST;Vlaams-Brabant
1981;Hofstade;Hofstade;Vlaams-Brabant
1982;Elewijt;Elewijt;Vlaams-Brabant
1982;Weerde;Weerde;Vlaams-Brabant
2000;ANTWERPEN;ANTWERPEN;Antwerpen
2018;ANTWERPEN;ANTWERPEN;Antwerpen
2020;ANTWERPEN;ANTWERPEN;Antwerpen
2030;ANTWERPEN;ANTWERPEN;Antwerpen
2040;ANTWERPEN;ANTWERPEN;Antwerpen
2040;Berendrecht;Berendrecht;Antwerpen
2040;Lillo;Lillo;Antwerpen
2040;Zandvliet;Zandvliet;Antwerpen
2050;ANTWERPEN;ANTWERPEN;Antwerpen
2060;ANTWERPEN;ANTWERPEN;Antwerpen
2070;Burcht;Burcht;Antwerpen
2070;ZWIJNDRECHT;ZWIJNDRECHT;Antwerpen
2099;Antwerpen X;Antwerpen x;
2100;Deurne;Deurne;Antwerpen
2110;WIJNEGEM;WIJNEGEM;Antwerpen
2140;Borgerhout;Borgerhout;Antwerpen
2150;BORSBEEK;BORSBEEK;Antwerpen
2160;WOMMELGEM;WOMMELGEM;Antwerpen
2170;Merksem;Merksem;Antwerpen
2180;Ekeren;Ekeren;Antwerpen
2200;HERENTALS;HERENTALS;Antwerpen
2200;Morkhoven;Morkhoven;Antwerpen
2200;Noorderwijk;Noorderwijk;Antwerpen
2220;Hallaar;Hallaar;Antwerpen
2220;HEIST-OP-DEN-BERG;HEIST-OP-DEN-BERG;Antwerpen
2221;Booischot;Booischot;Antwerpen
2222;Itegem;Itegem;Antwerpen
2222;Wiekevorst;Wiekevorst;Antwerpen
2223;Schriek;Schriek;Antwerpen
2230;HERSELT;HERSELT;Antwerpen
2230;Ramsel;Ramsel;Antwerpen
2235;Houtvenne;Houtvenne;Antwerpen
2235;HULSHOUT;HULSHOUT;Antwerpen
2235;Westmeerbeek;Westmeerbeek;Antwerpen
2240;Massenhoven;Massenhoven;Antwerpen
2240;Viersel;Viersel;Antwerpen
2240;ZANDHOVEN;ZANDHOVEN;Antwerpen
2242;Pulderbos;Pulderbos;Antwerpen
2243;Pulle;Pulle;Antwerpen
2250;OLEN;OLEN;Antwerpen
2260;Oevel;Oevel;Antwerpen
2260;Tongerlo;Tongerlo;Antwerpen
2260;WESTERLO;WESTERLO;Antwerpen
2260;Zoerle-Parwijs;Zoerle-Parwijs;Antwerpen
2270;HERENTHOUT;HERENTHOUT;Antwerpen
2275;Gierle;Gierle;Antwerpen
2275;LILLE;LILLE;Antwerpen
2275;Poederlee;Poederlee;Antwerpen
2275;Wechelderzande;Wechelderzande;Antwerpen
2280;GROBBENDONK;GROBBENDONK;Antwerpen
2288;Bouwel;Bouwel;Antwerpen
2290;VORSELAAR;VORSELAAR;Antwerpen
2300;TURNHOUT;TURNHOUT;Antwerpen
2310;RIJKEVORSEL;RIJKEVORSEL;Antwerpen
2320;HOOGSTRATEN;HOOGSTRATEN;Antwerpen
2321;Meer;Meer;Antwerpen
2322;Minderhout;Minderhout;Antwerpen
2323;Wortel;Wortel;Antwerpen
2328;Meerle;Meerle;Antwerpen
2330;MERKSPLAS;MERKSPLAS;Antwerpen
2340;BEERSE;BEERSE;Antwerpen
2340;Vlimmeren;Vlimmeren;Antwerpen
2350;VOSSELAAR;VOSSELAAR;Antwerpen
2360;OUD-TURNHOUT;OUD-TURNHOUT;Antwerpen
2370;ARENDONK;ARENDONK;Antwerpen
2380;RAVELS;RAVELS;Antwerpen
2381;Weelde;Weelde;Antwerpen
2382;Poppel;Poppel;Antwerpen
2387;BAARLE-HERTOG;BAARLE-HERTOG;Antwerpen
2390;MALLE;MALLE;Antwerpen
2390;Oostmalle;Oostmalle;Antwerpen
2390;Westmalle;Westmalle;Antwerpen
2400;MOL;MOL;Antwerpen
2430;Eindhout;Eindhout;Antwerpen
2430;Vorst;Vorst;Antwerpen
2431;Varendonk;Varendonk;Antwerpen
2431;Veerle;Veerle;Antwerpen
2440;GEEL;GEEL;Antwerpen
2450;MEERHOUT;MEERHOUT;Antwerpen
2460;KASTERLEE;KASTERLEE;Antwerpen
2460;Lichtaart;Lichtaart;Antwerpen
2460;Tielen;Tielen;Antwerpen
2470;RETIE;RETIE;Antwerpen
2480;DESSEL;DESSEL;Antwerpen
2490;BALEN;BALEN;Antwerpen
2491;Olmen;Olmen;Antwerpen
2500;Koningshooikt;Koningshooikt;Antwerpen
2500;LIER;LIER;Antwerpen
2520;Broechem;Broechem;Antwerpen
2520;Emblem;Emblem;Antwerpen
2520;Oelegem;Oelegem;Antwerpen
2520;RANST;RANST;Antwerpen
2530;BOECHOUT;BOECHOUT;Antwerpen
2531;Vremde;Vremde;Antwerpen
2540;HOVE;HOVE;Antwerpen
2547;LINT;LINT;Antwerpen
2550;KONTICH;KONTICH;Antwerpen
2550;Waarloos;Waarloos;Antwerpen
2560;Bevel;Bevel;Antwerpen
2560;Kessel;Kessel;Antwerpen
2560;NIJLEN;NIJLEN;Antwerpen
2570;DUFFEL;DUFFEL;Antwerpen
2580;Beerzel;Beerzel;Antwerpen
2580;PUTTE;PUTTE;Antwerpen
2590;BERLAAR;BERLAAR;Antwerpen
2590;Gestel;Gestel;Antwerpen
2600;Berchem;Berchem;Antwerpen
2610;Wilrijk;Wilrijk;Antwerpen
2620;HEMIKSEM;HEMIKSEM;Antwerpen
2627;SCHELLE;SCHELLE;Antwerpen
2630;AARTSELAAR;AARTSELAAR;Antwerpen
2640;MORTSEL;MORTSEL;Antwerpen
2650;EDEGEM;EDEGEM;Antwerpen
2660;Hoboken;Hoboken;Antwerpen
2800;MECHELEN;MECHELEN;Antwerpen
2800;Walem;Walem;Antwerpen
2801;Heffen;Heffen;Antwerpen
2811;Hombeek;Hombeek;Antwerpen
2811;Leest;Leest;Antwerpen
2812;Muizen;Muizen;Antwerpen
2820;BONHEIDEN;BONHEIDEN;Antwerpen
2820;Rijmenam;Rijmenam;Antwerpen
2830;Blaasveld;Blaasveld;Antwerpen
2830;Heindonk;Heindonk;Antwerpen
2830;Tisselt;Tisselt;Antwerpen
2830;WILLEBROEK;WILLEBROEK;Antwerpen
2840;Reet;Reet;Antwerpen
2840;RUMST;RUMST;Antwerpen
2840;Terhagen;Terhagen;Antwerpen
2845;NIEL;NIEL;Antwerpen
2850;BOOM;BOOM;Antwerpen
2860;SINT-KATELIJNE-WAVER;SINT-KATELIJNE-WAVER;Antwerpen
2861;Onze-Lieve-Vrouw-Waver;Onze-Lieve-Vrouw-Waver;Antwerpen
2870;Breendonk;Breendonk;Antwerpen
2870;Liezele;Liezele;Antwerpen
2870;PUURS;PUURS;Antwerpen
2870;Ruisbroek;Ruisbroek;Antwerpen
2880;BORNEM;BORNEM;Antwerpen
2880;Hingene;Hingene;Antwerpen
2880;Mariekerke;Mariekerke;Antwerpen
2880;Weert;Weert;Antwerpen
2890;Lippelo;Lippelo;Antwerpen
2890;Oppuurs;Oppuurs;Antwerpen
2890;SINT-AMANDS;SINT-AMANDS;Antwerpen
2900;SCHOTEN;SCHOTEN;Antwerpen
2910;ESSEN;ESSEN;Antwerpen
2920;KALMTHOUT;KALMTHOUT;Antwerpen
2930;BRASSCHAAT;BRASSCHAAT;Antwerpen
2940;Hoevenen;Hoevenen;Antwerpen
2940;STABROEK;STABROEK;Antwerpen
2950;KAPELLEN;KAPELLEN;Antwerpen
2960;BRECHT;BRECHT;Antwerpen
2960;Sint-Job-In-'T-Goor;Sint-Job-In-'T-Goor;Antwerpen
2960;Sint-Lenaarts;Sint-Lenaarts;Antwerpen
2970;'S Gravenwezel;'S Gravenwezel;Antwerpen
2970;SCHILDE;SCHILDE;Antwerpen
2980;Halle;Halle;Antwerpen
2980;ZOERSEL;ZOERSEL;Antwerpen
2990;Loenhout;Loenhout;Antwerpen
2990;WUUSTWEZEL;WUUSTWEZEL;Antwerpen
3000;LEUVEN;LEUVEN;Vlaams-Brabant
3001;Heverlee;Heverlee;Vlaams-Brabant
3010;Kessel Lo;Kessel Lo;Vlaams-Brabant
3012;Wilsele;Wilsele;Vlaams-Brabant
3018;Wijgmaal;Wijgmaal;Vlaams-Brabant
3020;HERENT;HERENT;Vlaams-Brabant
3020;Veltem-Beisem;Veltem-Beisem;Vlaams-Brabant
3020;Winksele;Winksele;Vlaams-Brabant
3040;HULDENBERG;HULDENBERG;Vlaams-Brabant
3040;Loonbeek;Loonbeek;Vlaams-Brabant
3040;Neerijse;Neerijse;Vlaams-Brabant
3040;Ottenburg;Ottenburg;Vlaams-Brabant
3040;Sint-Agatha-Rode;Sint-Agatha-Rode;Vlaams-Brabant
3050;OUD-HEVERLEE;OUD-HEVERLEE;Vlaams-Brabant
3051;Sint-Joris-Weert;Sint-Joris-Weert;Vlaams-Brabant
3052;Blanden;Blanden;Vlaams-Brabant
3053;Haasrode;Haasrode;Vlaams-Brabant
3054;Vaalbeek;Vaalbeek;Vlaams-Brabant
3060;BERTEM;BERTEM;Vlaams-Brabant
3060;Korbeek-Dijle;Korbeek-Dijle;Vlaams-Brabant
3061;Leefdaal;Leefdaal;Vlaams-Brabant
3070;KORTENBERG;KORTENBERG;Vlaams-Brabant
3071;Erps-Kwerps;Erps-Kwerps;Vlaams-Brabant
3078;Everberg;Everberg;Vlaams-Brabant
3078;Meerbeek;Meerbeek;Vlaams-Brabant
3080;Duisburg;Duisburg;Vlaams-Brabant
3080;TERVUREN;TERVUREN;Vlaams-Brabant
3080;Vossem;Vossem;Vlaams-Brabant
3090;OVERIJSE;OVERIJSE;Vlaams-Brabant
3110;ROTSELAAR;ROTSELAAR;Vlaams-Brabant
3111;Wezemaal;Wezemaal;Vlaams-Brabant
3118;Werchter;Werchter;Vlaams-Brabant
3120;TREMELO;TREMELO;Vlaams-Brabant
3128;Baal;Baal;Vlaams-Brabant
3130;BEGIJNENDIJK;BEGIJNENDIJK;Vlaams-Brabant
3130;Betekom;Betekom;Vlaams-Brabant
3140;KEERBERGEN;KEERBERGEN;Vlaams-Brabant
3150;HAACHT;HAACHT;Vlaams-Brabant
3150;Tildonk;Tildonk;Vlaams-Brabant
3150;Wespelaar;Wespelaar;Vlaams-Brabant
3190;BOORTMEERBEEK;BOORTMEERBEEK;Vlaams-Brabant
3191;Hever;Hever;Vlaams-Brabant
3200;AARSCHOT;AARSCHOT;Vlaams-Brabant
3200;Gelrode;Gelrode;Vlaams-Brabant
3201;Langdorp;Langdorp;Vlaams-Brabant
3202;Rillaar;Rillaar;Vlaams-Brabant
3210;Linden;Linden;Vlaams-Brabant
3210;LUBBEEK;LUBBEEK;Vlaams-Brabant
3211;Binkom;Binkom;Vlaams-Brabant
3212;Pellenberg;Pellenberg;Vlaams-Brabant
3220;HOLSBEEK;HOLSBEEK;Vlaams-Brabant
3220;Kortrijk-Dutsel;Kortrijk-Dutsel;Vlaams-Brabant
3220;Sint-Pieters-Rode;Sint-Pieters-Rode;Vlaams-Brabant
3221;Nieuwrode;Nieuwrode;Vlaams-Brabant
3270;Scherpenheuvel;Scherpenheuvel;Vlaams-Brabant
3271;Averbode;Averbode;Vlaams-Brabant
3271;Zichem;Zichem;Vlaams-Brabant
3272;Messelbroek;Messelbroek;Vlaams-Brabant
3272;Testelt;Testelt;Vlaams-Brabant
3290;Deurne;Deurne;Vlaams-Brabant
3290;DIEST;DIEST;Vlaams-Brabant
3290;Schaffen;Schaffen;Vlaams-Brabant
3290;Webbekom;Webbekom;Vlaams-Brabant
3293;Kaggevinne;Kaggevinne;Vlaams-Brabant
3294;Molenstede;Molenstede;Vlaams-Brabant
3300;Bost;Bost;Vlaams-Brabant
3300;Goetsenhoven;Goetsenhoven;Vlaams-Brabant
3300;Hakendover;Hakendover;Vlaams-Brabant
3300;Kumtich;Kumtich;Vlaams-Brabant
3300;Oorbeek;Oorbeek;Vlaams-Brabant
3300;Oplinter;Oplinter;Vlaams-Brabant
